"","year","month","date","time","arrival","time_of_day","count","guild","species","action","num_destroyed","weather","altitude","cover_type"
"52",2018,"May",2018-05-09,1899-12-31 12:00:00,1,"Afternoon",0,"Gull spp.","Mew Gull","Pyrotechnics",0,"Clear","51-100","structure"
"53",2018,"May",2018-05-09,1899-12-31 07:00:00,1,"Morning",6,"Gull spp.","Mew Gull","Pyrotechnics",0,"Clear","51-100","structure"
"54",2018,"May",2018-05-09,1899-12-31 07:00:00,1,"Morning",0,"Gull spp.","Mew Gull","Pyrotechnics",0,"Clear","51-100","structure"
"55",2018,"May",2018-05-09,1899-12-31 09:30:00,1,"Morning",3,"Duck spp.","Northern Pintail","Observed",0,"Clear",NA,"Large water body"
"56",2018,"May",2018-05-09,1899-12-31 06:00:00,1,"Morning",2,"Raptor","Osprey","Shooting",2,"Clear",NA,"structure"
"57",2018,"May",2018-05-09,1899-12-31 06:15:00,1,"Morning",1,"Raptor","Osprey","Nest Removal",0,"Clear",NA,"structure"
"58",2018,"May",2018-05-09,1899-12-31 13:00:00,1,"Afternoon",20,"Goose spp.","Snow Goose","Observed",0,"Clear","301-350","woodland"
"59",2018,"May",2018-05-10,1899-12-31 12:30:00,1,"Afternoon",5,"Duck spp.","Dabbling Duck spp.","Physical Harassment",0,"Clear",NA,"none"
"60",2018,"May",2018-05-10,1899-12-31 13:57:00,1,"Afternoon",5,"Duck spp.","Dabbling Duck spp.","Physical Harassment",0,"Clear",NA,"none"
"61",2018,"May",2018-05-10,1899-12-31 12:30:00,1,"Afternoon",8,"Gull spp.","Gull spp.","Physical Harassment",0,"Clear",NA,"none"
"62",2018,"May",2018-05-10,1899-12-31 13:57:00,1,"Afternoon",8,"Gull spp.","Gull spp.","Physical Harassment",0,"Clear",NA,"none"
"63",2018,"May",2018-05-10,1899-12-31 12:30:00,1,"Afternoon",30,"Swallow spp.","Swallow spp.","Physical Harassment",0,"Clear",NA,"none"
"64",2018,"May",2018-05-10,1899-12-31 13:57:00,1,"Afternoon",30,"Swallow spp.","Swallow spp.","Physical Harassment",0,"Clear",NA,"none"
"65",2018,"May",2018-05-11,1899-12-31 10:30:00,1,"Morning",12,"Goose spp.","Canada Goose","Observed",0,"Partly cloudy","151-200","taxiway"
"66",2018,"May",2018-05-11,1899-12-31 13:25:00,1,"Afternoon",6,"Swallow spp.","Cliff Swallow","Observed",0,"Partly cloudy","0-50","taxiway"
"67",2018,"May",2018-05-11,1899-12-31 10:00:00,1,"Morning",2,"Swallow spp.","Cliff Swallow","Observed",0,"Partly cloudy","0-50","runway"
"68",2018,"May",2018-05-11,1899-12-31 09:30:00,1,"Morning",10,"Goose spp.","Goose spp.","Physical Harassment",0,"Clear",NA,"none"
"69",2018,"May",2018-05-11,1899-12-31 07:25:00,1,"Morning",3,"Gull spp.","Gull spp.","Physical Harassment",0,"Clear",NA,"none"
"70",2018,"May",2018-05-11,1899-12-31 14:05:00,1,"Afternoon",4,"Duck spp.","Mallard","Physical Harassment",0,"Partly cloudy","0-50","temporary standing water"
"71",2018,"May",2018-05-11,1899-12-31 15:15:00,1,"Afternoon",8,"Gull spp.","Mew Gull","Physical Harassment",0,"Partly cloudy","0-50","structure"
"72",2018,"May",2018-05-11,1899-12-31 13:00:00,1,"Afternoon",4,"Gull spp.","Mew Gull","Vehicle Hazed",0,"Partly cloudy","0-50","taxiway"
"73",2018,"May",2018-05-14,1899-12-31 10:45:00,1,"Morning",4,"Duck spp.","American Wigeon","Observed",0,"Clear",NA,"Large water body"
"74",2018,"May",2018-05-14,1899-12-31 14:00:00,1,"Afternoon",1,"Swallow spp.","Cliff Swallow","Nest Removal",0,"Clear",NA,"structure"
"75",2018,"May",2018-05-14,1899-12-31 08:15:00,1,"Morning",6,"Swallow spp.","Cliff Swallow","Observed",0,"Clear","0-50","runway"
"76",2018,"May",2018-05-14,1899-12-31 10:45:00,1,"Morning",2,"Duck spp.","Common Goldeneye","Observed",0,"Clear",NA,"Large water body"
"77",2018,"May",2018-05-14,1899-12-31 10:00:00,1,"Morning",12,"Passerine","Lapland Longspur","Vehicle Hazed",0,"Clear","0-50","taxiway"
"78",2018,"May",2018-05-14,1899-12-31 09:00:00,1,"Morning",2,"Gull spp.","Mew Gull","Observed",0,"Clear","51-100","taxiway"
"79",2018,"May",2018-05-14,1899-12-31 09:30:00,1,"Morning",3,"Gull spp.","Mew Gull","Pyrotechnics",0,"Clear","0-50","taxiway"
"80",2018,"May",2018-05-14,1899-12-31 09:40:00,1,"Morning",0,"Gull spp.","Mew Gull","Vehicle Hazed",0,"Clear","0-50","short grass"
"81",2018,"May",2018-05-14,1899-12-31 09:45:00,1,"Morning",0,"Gull spp.","Mew Gull","Pyrotechnics",0,"Clear","0-50","taxiway"
"82",2018,"May",2018-05-14,1899-12-31 10:45:00,1,"Morning",8,"Duck spp.","Northern Pintail","Observed",0,"Clear",NA,"Large water body"
"83",2018,"May",2018-05-14,1899-12-31 08:00:00,1,"Morning",0,"Crane","Sandhill Crane","Vehicle Hazed",0,"Clear","51-100","long grass"
"84",2018,"May",2018-05-14,1899-12-31 07:35:00,1,"Morning",0,"Crane","Sandhill Crane","Pyrotechnics",0,"Clear","0-50","short grass"
"85",2018,"May",2018-05-14,1899-12-31 07:30:00,1,"Morning",4,"Crane","Sandhill Crane","Pyrotechnics",0,"Clear","0-50","short grass"
"86",2018,"May",2018-05-14,1899-12-31 07:40:00,1,"Morning",0,"Crane","Sandhill Crane","Vehicle Hazed",0,"Clear","0-50","short grass"
"87",2018,"May",2018-05-15,1899-12-31 10:30:00,1,"Morning",2,"Duck spp.","American Wigeon","Observed",0,"Clear",NA,"Large water body"
"88",2018,"May",2018-05-15,1899-12-31 10:30:00,1,"Morning",2,"Goose spp.","Canada Goose","Observed",0,"Clear",NA,"Large water body"
"89",2018,"May",2018-05-15,1899-12-31 10:30:00,1,"Morning",2,"Duck spp.","Canvasback","Observed",0,"Clear",NA,"Large water body"
"90",2018,"May",2018-05-15,1899-12-31 09:15:00,1,"Morning",2,"Swallow spp.","Cliff Swallow","Near Miss",0,"Clear","0-50","runway"
"91",2018,"May",2018-05-15,1899-12-31 10:30:00,1,"Morning",1,"Duck spp.","Greater Scaup","Observed",0,"Clear",NA,"Large water body"
"92",2018,"May",2018-05-15,1899-12-31 10:30:00,1,"Morning",1,"Shorebird","Lesser Yellowlegs","Observed",0,"Clear",NA,"Large water body"
"93",2018,"May",2018-05-15,1899-12-31 10:30:00,1,"Morning",2,"Duck spp.","Mallard","Observed",0,"Clear",NA,"Large water body"
"94",2018,"May",2018-05-15,1899-12-31 10:30:00,1,"Morning",2,"Gull spp.","Mew Gull","Observed",0,"Clear",NA,"Large water body"
"95",2018,"May",2018-05-15,1899-12-31 08:30:00,1,"Morning",4,"Gull spp.","Mew Gull","Vehicle Hazed",0,"Clear","51-100","taxiway"
"96",2018,"May",2018-05-15,1899-12-31 07:30:00,1,"Morning",1,"Crane","Sandhill Crane","Pyrotechnics",0,"Clear","0-50","long grass"
"97",2018,"May",2018-05-17,1899-12-31 12:00:00,1,"Afternoon",2,"Swallow spp.","Cliff Swallow","Vehicle Hazed",0,"Partly cloudy","0-50","short grass"
"98",2018,"May",2018-05-17,1899-12-31 10:00:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Partly cloudy",NA,"structure"
"99",2018,"May",2018-05-17,1899-12-31 10:00:00,1,"Morning",2,"Gull spp.","Mew Gull","Egg Removal",0,"Partly cloudy",NA,"structure"
"100",2018,"May",2018-05-17,1899-12-31 10:00:00,1,"Morning",2,"Gull spp.","Mew Gull","Physical Harassment",0,"Partly cloudy",NA,"structure"
"101",2018,"May",2018-05-17,1899-12-31 15:00:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Partly cloudy",NA,"structure"
"102",2018,"May",2018-05-17,1899-12-31 15:00:00,1,"Afternoon",6,"Gull spp.","Mew Gull","Physical Harassment",0,"Partly cloudy","51-100","structure"
"103",2018,"May",2018-05-18,1899-12-31 11:00:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Partly cloudy",NA,"structure"
"104",2018,"May",2018-05-18,1899-12-31 11:00:00,1,"Morning",2,"Gull spp.","Mew Gull","Egg Removal",0,"Partly cloudy",NA,"structure"
"105",2018,"May",2018-05-18,1899-12-31 11:00:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Partly cloudy",NA,"structure"
"106",2018,"May",2018-05-18,1899-12-31 11:00:00,1,"Morning",3,"Gull spp.","Mew Gull","Egg Removal",0,"Partly cloudy",NA,"structure"
"107",2018,"May",2018-05-18,1899-12-31 11:00:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Partly cloudy",NA,"structure"
"108",2018,"May",2018-05-18,1899-12-31 11:00:00,1,"Morning",2,"Gull spp.","Mew Gull","Egg Removal",0,"Partly cloudy",NA,"structure"
"109",2018,"May",2018-05-18,1899-12-31 11:00:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Partly cloudy",NA,"structure"
"110",2018,"May",2018-05-18,1899-12-31 11:00:00,1,"Morning",2,"Gull spp.","Mew Gull","Egg Removal",0,"Partly cloudy",NA,"structure"
"111",2018,"May",2018-05-18,1899-12-31 11:10:00,1,"Morning",16,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","0-50","structure"
"112",2018,"May",2018-05-18,1899-12-31 11:10:00,1,"Morning",0,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","51-100","structure"
"113",2018,"May",2018-05-18,1899-12-31 11:15:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Partly cloudy",NA,"structure"
"114",2018,"May",2018-05-18,1899-12-31 11:15:00,1,"Morning",2,"Gull spp.","Mew Gull","Egg Removal",0,"Partly cloudy",NA,"structure"
"115",2018,"May",2018-05-18,1899-12-31 10:20:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Partly cloudy",NA,"structure"
"116",2018,"May",2018-05-18,1899-12-31 10:20:00,1,"Morning",2,"Gull spp.","Mew Gull","Egg Removal",0,"Partly cloudy",NA,"structure"
"117",2018,"May",2018-05-18,1899-12-31 10:25:00,1,"Morning",8,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","51-100","structure"
"118",2018,"May",2018-05-18,1899-12-31 10:25:00,1,"Morning",0,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","51-100","structure"
"119",2018,"May",2018-05-18,1899-12-31 08:15:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Partly cloudy",NA,"structure"
"120",2018,"May",2018-05-21,1899-12-31 16:00:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
"121",2018,"May",2018-05-21,1899-12-31 16:00:00,1,"Afternoon",3,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
"122",2018,"May",2018-05-21,1899-12-31 16:00:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
"123",2018,"May",2018-05-21,1899-12-31 16:00:00,1,"Afternoon",3,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
"124",2018,"May",2018-05-21,1899-12-31 16:00:00,1,"Afternoon",20,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear","51-100","structure"
"125",2018,"May",2018-05-21,1899-12-31 16:00:00,1,"Afternoon",2,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear",NA,"structure"
"126",2018,"May",2018-05-21,1899-12-31 11:15:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
"127",2018,"May",2018-05-21,1899-12-31 11:15:00,1,"Morning",1,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
"128",2018,"May",2018-05-21,1899-12-31 11:15:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
"129",2018,"May",2018-05-21,1899-12-31 11:15:00,1,"Morning",2,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
"130",2018,"May",2018-05-21,1899-12-31 11:15:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
"131",2018,"May",2018-05-21,1899-12-31 11:15:00,1,"Morning",2,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
"132",2018,"May",2018-05-21,1899-12-31 11:15:00,1,"Morning",3,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear",NA,"structure"
"133",2018,"May",2018-05-21,1899-12-31 11:15:00,1,"Morning",2,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear",NA,"structure"
"134",2018,"May",2018-05-21,1899-12-31 14:30:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear",NA,"structure"
"135",2018,"May",2018-05-21,1899-12-31 15:00:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
"136",2018,"May",2018-05-21,1899-12-31 15:00:00,1,"Afternoon",2,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
"137",2018,"May",2018-05-21,1899-12-31 15:00:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear",NA,"structure"
"138",2018,"May",2018-05-21,1899-12-31 15:00:00,1,"Afternoon",2,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear",NA,"structure"
"139",2018,"May",2018-05-21,1899-12-31 14:30:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
"140",2018,"May",2018-05-21,1899-12-31 14:30:00,1,"Afternoon",3,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
"141",2018,"May",2018-05-21,1899-12-31 17:20:00,1,"Evening",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
"142",2018,"May",2018-05-21,1899-12-31 17:20:00,1,"Evening",1,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
"143",2018,"May",2018-05-21,1899-12-31 17:20:00,1,"Evening",2,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear","0-50","structure"
"144",2018,"May",2018-05-21,1899-12-31 17:20:00,1,"Evening",1,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear",NA,"structure"
"145",2018,"May",2018-05-22,1899-12-31 16:15:00,1,"Afternoon",6,"Duck spp.","American Wigeon","Observed",0,"Partly cloudy",NA,"Large water body"
"146",2018,"May",2018-05-22,1899-12-31 16:15:00,1,"Afternoon",4,"Duck spp.","Canvasback","Observed",0,"Partly cloudy",NA,"Large water body"
"147",2018,"May",2018-05-22,1899-12-31 09:00:00,1,"Morning",1,"Swallow spp.","Cliff Swallow","Observed",0,"Partly cloudy","0-50","taxiway"
"148",2018,"May",2018-05-22,1899-12-31 16:15:00,1,"Afternoon",10,"Duck spp.","Greater Scaup","Observed",0,"Partly cloudy",NA,"Large water body"
"149",2018,"May",2018-05-22,1899-12-31 16:15:00,1,"Afternoon",1,"Duck spp.","Horned Grebe","Observed",0,"Partly cloudy",NA,"Large water body"
"150",2018,"May",2018-05-22,1899-12-31 07:20:00,1,"Morning",2,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
"151",2018,"May",2018-05-22,1899-12-31 07:30:00,1,"Morning",0,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","51-100","taxiway"
"152",2018,"May",2018-05-22,1899-12-31 15:00:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Partly cloudy",NA,"structure"
"153",2018,"May",2018-05-22,1899-12-31 15:00:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Egg Removal",0,"Partly cloudy",NA,"structure"
"154",2018,"May",2018-05-22,1899-12-31 15:00:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Physical Harassment",0,"Partly cloudy",NA,"structure"
"155",2018,"May",2018-05-22,1899-12-31 15:30:00,1,"Afternoon",8,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","51-100","structure"
"156",2018,"May",2018-05-22,1899-12-31 15:30:00,1,"Afternoon",0,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","51-100","structure"
"157",2018,"May",2018-05-22,1899-12-31 10:00:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Partly cloudy",NA,"structure"
"158",2018,"May",2018-05-22,1899-12-31 10:00:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Partly cloudy",NA,"structure"
"159",2018,"May",2018-05-22,1899-12-31 10:00:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Partly cloudy",NA,"structure"
"160",2018,"May",2018-05-22,1899-12-31 10:00:00,1,"Morning",3,"Gull spp.","Mew Gull","Egg Removal",0,"Partly cloudy",NA,"structure"
"161",2018,"May",2018-05-22,1899-12-31 10:15:00,1,"Morning",3,"Gull spp.","Mew Gull","Physical Harassment",0,"Partly cloudy",NA,"structure"
"162",2018,"May",2018-05-22,1899-12-31 10:15:00,1,"Morning",12,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","51-100","structure"
"163",2018,"May",2018-05-22,1899-12-31 10:15:00,1,"Morning",0,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","51-100","structure"
"164",2018,"May",2018-05-22,1899-12-31 08:30:00,1,"Morning",6,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","0-50","short grass"
"165",2018,"May",2018-05-22,1899-12-31 08:30:00,1,"Morning",16,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
"166",2018,"May",2018-05-22,1899-12-31 08:30:00,1,"Morning",0,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","51-100","taxiway"
"167",2018,"May",2018-05-23,1899-12-31 11:30:00,1,"Morning",1,"Duck spp.","American Wigeon","Pyrotechnics",0,"Clear","51-100","temporary standing water"
"168",2018,"May",2018-05-23,1899-12-31 09:00:00,1,"Morning",8,"Swallow spp.","Cliff Swallow","Vehicle Hazed",0,"Clear","0-50","long grass"
"169",2018,"May",2018-05-23,1899-12-31 08:00:00,1,"Morning",4,"Swallow spp.","Cliff Swallow","Vehicle Hazed",0,"Clear","0-50","taxiway"
"170",2018,"May",2018-05-23,1899-12-31 09:00:00,1,"Morning",0,"Swallow spp.","Cliff Swallow","Pyrotechnics",0,"Clear","0-50","taxiway"
"171",2018,"May",2018-05-23,1899-12-31 08:30:00,1,"Morning",20,"Passerine","Lapland Longspur","Vehicle Hazed",0,"Clear","0-50","taxiway"
"172",2018,"May",2018-05-23,1899-12-31 16:00:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
"173",2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
"174",2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
"175",2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
"176",2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
"177",2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",2,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
"178",2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
"179",2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
