"year","month","date","time","arrival","time_of_day","count","guild","species","action","num_destroyed","weather","altitude","cover_type"
2018,"May",2018-05-18,1899-12-31 08:15:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Partly cloudy",NA,"structure"
2018,"May",2018-05-21,1899-12-31 16:00:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 16:00:00,1,"Afternoon",3,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 16:00:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 16:00:00,1,"Afternoon",3,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 16:00:00,1,"Afternoon",20,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear","51-100","structure"
2018,"May",2018-05-21,1899-12-31 16:00:00,1,"Afternoon",2,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 11:15:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 11:15:00,1,"Morning",1,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 11:15:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 11:15:00,1,"Morning",2,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 11:15:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 11:15:00,1,"Morning",2,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 11:15:00,1,"Morning",3,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 11:15:00,1,"Morning",2,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 14:30:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 15:00:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 15:00:00,1,"Afternoon",2,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 15:00:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 15:00:00,1,"Afternoon",2,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 14:30:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 14:30:00,1,"Afternoon",3,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 17:20:00,1,"Evening",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 17:20:00,1,"Evening",1,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-21,1899-12-31 17:20:00,1,"Evening",2,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear","0-50","structure"
2018,"May",2018-05-21,1899-12-31 17:20:00,1,"Evening",1,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear",NA,"structure"
2018,"May",2018-05-22,1899-12-31 16:15:00,1,"Afternoon",6,"Duck spp.","American Wigeon","Observed",0,"Partly cloudy",NA,"Large water body"
2018,"May",2018-05-22,1899-12-31 16:15:00,1,"Afternoon",4,"Duck spp.","Canvasback","Observed",0,"Partly cloudy",NA,"Large water body"
2018,"May",2018-05-22,1899-12-31 09:00:00,1,"Morning",1,"Swallow spp.","Cliff Swallow","Observed",0,"Partly cloudy","0-50","taxiway"
2018,"May",2018-05-22,1899-12-31 16:15:00,1,"Afternoon",10,"Duck spp.","Greater Scaup","Observed",0,"Partly cloudy",NA,"Large water body"
2018,"May",2018-05-22,1899-12-31 16:15:00,1,"Afternoon",1,"Duck spp.","Horned Grebe","Observed",0,"Partly cloudy",NA,"Large water body"
2018,"May",2018-05-22,1899-12-31 07:20:00,1,"Morning",2,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"May",2018-05-22,1899-12-31 07:30:00,1,"Morning",0,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","51-100","taxiway"
2018,"May",2018-05-22,1899-12-31 15:00:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Partly cloudy",NA,"structure"
2018,"May",2018-05-22,1899-12-31 15:00:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Egg Removal",0,"Partly cloudy",NA,"structure"
2018,"May",2018-05-22,1899-12-31 15:00:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Physical Harassment",0,"Partly cloudy",NA,"structure"
2018,"May",2018-05-22,1899-12-31 15:30:00,1,"Afternoon",8,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","51-100","structure"
2018,"May",2018-05-22,1899-12-31 15:30:00,1,"Afternoon",0,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","51-100","structure"
2018,"May",2018-05-22,1899-12-31 10:00:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Partly cloudy",NA,"structure"
2018,"May",2018-05-22,1899-12-31 10:00:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Partly cloudy",NA,"structure"
2018,"May",2018-05-22,1899-12-31 10:00:00,1,"Morning",1,"Gull spp.","Mew Gull","Nest Removal",0,"Partly cloudy",NA,"structure"
2018,"May",2018-05-22,1899-12-31 10:00:00,1,"Morning",3,"Gull spp.","Mew Gull","Egg Removal",0,"Partly cloudy",NA,"structure"
2018,"May",2018-05-22,1899-12-31 10:15:00,1,"Morning",3,"Gull spp.","Mew Gull","Physical Harassment",0,"Partly cloudy",NA,"structure"
2018,"May",2018-05-22,1899-12-31 10:15:00,1,"Morning",12,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","51-100","structure"
2018,"May",2018-05-22,1899-12-31 10:15:00,1,"Morning",0,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","51-100","structure"
2018,"May",2018-05-22,1899-12-31 08:30:00,1,"Morning",6,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","0-50","short grass"
2018,"May",2018-05-22,1899-12-31 08:30:00,1,"Morning",16,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","0-50","taxiway"
2018,"May",2018-05-22,1899-12-31 08:30:00,1,"Morning",0,"Gull spp.","Mew Gull","Pyrotechnics",0,"Partly cloudy","51-100","taxiway"
2018,"May",2018-05-23,1899-12-31 11:30:00,1,"Morning",1,"Duck spp.","American Wigeon","Pyrotechnics",0,"Clear","51-100","temporary standing water"
2018,"May",2018-05-23,1899-12-31 09:00:00,1,"Morning",8,"Swallow spp.","Cliff Swallow","Vehicle Hazed",0,"Clear","0-50","long grass"
2018,"May",2018-05-23,1899-12-31 08:00:00,1,"Morning",4,"Swallow spp.","Cliff Swallow","Vehicle Hazed",0,"Clear","0-50","taxiway"
2018,"May",2018-05-23,1899-12-31 09:00:00,1,"Morning",0,"Swallow spp.","Cliff Swallow","Pyrotechnics",0,"Clear","0-50","taxiway"
2018,"May",2018-05-23,1899-12-31 08:30:00,1,"Morning",20,"Passerine","Lapland Longspur","Vehicle Hazed",0,"Clear","0-50","taxiway"
2018,"May",2018-05-23,1899-12-31 16:00:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",2,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",3,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",3,"Gull spp.","Mew Gull","Egg Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",1,"Gull spp.","Mew Gull","Nest Removal",0,"Clear",NA,"structure"
2018,"May",2018-05-23,1899-12-31 16:15:00,1,"Afternoon",20,"Gull spp.","Mew Gull","Physical Harassment",0,"Clear",NA,"structure"
